29.4375,2894,2935
29.5000,2894,2935
29.5625,2894,2936
29.5625,2893,2935
29.6250,2893,2935
29.6250,2893,2935
29.6875,2893,2935
29.6875,2893,2934
29.7500,2892,2934
29.7500,2893,2935
29.8125,2893,2935
29.8125,2893,2935
29.8750,2892,2933
29.8750,2893,2934
29.9375,2893,2934
29.9375,2892,2934
30.0000,2892,2934
30.0000,2892,2933
30.0000,2892,2934
30.0625,2891,2934
30.0625,2892,2933
30.0625,2892,2935
30.1250,2891,2934
30.1250,2892,2933
30.1875,2892,2933
30.1875,2893,2933
30.1875,2891,2933
30.2500,2890,2933
30.2500,2890,2934
30.2500,2892,2934
30.2500,2890,2933
30.3125,2891,2933
30.3125,2892,2933
30.3750,2891,2933
30.3750,2893,2933
30.3750,2892,2933
30.3750,2892,2933
30.3750,2893,2932
30.4375,2891,2933
30.4375,2892,2933
30.4375,2892,2932
30.4375,2891,2932
30.4375,2891,2933
30.5000,2891,2932
30.5000,2891,2932
30.5000,2891,2932
30.5000,2890,2933
30.5625,2891,2933
30.5625,2891,2933
30.5625,2891,2932
30.5625,2891,2932
30.6250,2891,2932
30.6250,2891,2932
30.6875,2890,2932
30.6250,2892,2932
30.6875,2891,2932
30.6875,2890,2932
30.7500,2890,2932
30.7500,2890,2932
30.7500,2891,2932
30.8125,2890,2931
30.8125,2890,2931
30.8750,2891,2932
30.8750,2890,2931
30.8750,2891,2931
30.9375,2891,2932
30.9375,2890,2931
30.9375,2890,2932
30.9375,2891,2932
31.0000,2889,2931
31.0000,2890,2931
31.0000,2890,2930
31.0625,2890,2931
31.0000,2889,2931
31.0625,2888,2932
31.0625,2889,2931
31.0625,2889,2930
31.0625,2889,2930
31.1250,2888,2932
31.1250,2889,2931
31.1250,2889,2930
31.1250,2888,2931
31.1875,2890,2930
31.1875,2889,2930
31.1875,2888,2931
31.1875,2888,2929
31.1875,2889,2931
31.2500,2888,2930
31.2500,2889,2929
31.2500,2889,2930
31.2500,2887,2930
31.2500,2889,2931
31.3125,2888,2931
31.3125,2887,2930
31.3125,2888,2930
31.3125,2887,2930
31.3125,2888,2930
31.3125,2888,2930
31.3750,2887,2930
31.3750,2888,2929
31.3750,2888,2929
31.3750,2887,2929
31.4375,2888,2929
31.4375,2889,2930
31.4375,2887,2930
31.4375,2887,2929
31.4375,2888,2929
31.4375,2888,2929
31.5000,2887,2930
31.5000,2887,2929
31.5000,2887,2929
31.5625,2887,2929
31.5625,2887,2929
31.5625,2888,2929
31.5625,2887,2929
31.6250,2887,2929
31.6250,2886,2929
31.6250,2887,2928
31.6875,2887,2929
31.6875,2888,2929
31.6875,2888,2929
31.7500,2887,2929
31.6875,2887,2928
31.7500,2889,2929
31.7500,2887,2929
31.8125,2887,2928
31.8125,2888,2929
31.8125,2887,2930
31.8125,2888,2929
31.8125,2889,2929
31.8750,2888,2929
31.8750,2888,2929
31.8750,2887,2929
31.8750,2888,2928
31.9375,2888,2928
31.9375,2887,2928
31.9375,2886,2928
31.9375,2887,2927
31.9375,2886,2928
32.0000,2888,2928
32.0000,2886,2928
32.0000,2887,2927
32.0000,2888,2928
32.0625,2887,2928
32.0625,2886,2928
32.0625,2886,2928
32.0625,2887,2928
32.1250,2886,2928
32.1250,2886,2928
32.1250,2887,2928
32.1875,2886,2928
32.1250,2887,2927
32.1875,2886,2927
32.1250,2887,2928
32.1875,2886,2928
32.1875,2886,2927
32.1875,2887,2927
32.1875,2886,2927
32.1875,2886,2927
32.1875,2886,2928
32.2500,2886,2927
32.2500,2886,2928
32.2500,2886,2927
32.3125,2886,2927
32.3125,2885,2928
32.3125,2886,2926
32.3750,2886,2928
32.3750,2885,2928
32.3750,2886,2927
32.3750,2887,2927
32.4375,2886,2927
32.4375,2885,2927
32.4375,2886,2927
32.4375,2886,2926
32.4375,2885,2926
32.4375,2885,2926
32.4375,2886,2927
32.5000,2884,2926
32.5000,2885,2926
32.5000,2885,2927
32.5000,2885,2926
32.5000,2886,2925
32.5625,2884,2926
32.5625,2885,2927
32.5625,2886,2926
32.5625,2884,2926
32.5625,2885,2925
32.6250,2884,2925
32.6250,2884,2926
32.6250,2884,2926
32.6875,2884,2925
32.6875,2885,2926
32.6875,2884,2925
32.6875,2884,2926
32.6875,2884,2925
32.6875,2885,2925
32.6875,2884,2926
32.7500,2883,2925
32.7500,2883,2926
32.7500,2883,2926
32.7500,2884,2926
32.7500,2885,2925
32.7500,2883,2926
32.7500,2883,2925
32.8125,2884,2925
32.8125,2885,2925
32.8125,2885,2925
32.8125,2884,2925
32.8125,2884,2925
32.8750,2884,2925
32.8750,2884,2925
32.9375,2884,2925
32.9375,2884,2925
32.9375,2885,2925
32.9375,2884,2925
32.9375,2884,2925
32.9375,2883,2925
33.0000,2885,2926
33.0000,2883,2925
33.0000,2885,2925
33.0000,2884,2925
33.0000,2884,2925
33.0000,2884,2924
33.0625,2883,2925
33.0625,2883,2924
33.0625,2884,2925
33.0625,2883,2924
33.0625,2883,2924
33.0625,2883,2923
33.0625,2884,2924
33.1250,2883,2925
33.1250,2883,2925
33.1250,2883,2924
33.1250,2884,2925
33.1250,2883,2924
33.1250,2883,2924
33.1875,2883,2923
33.1250,2883,2924
33.1250,2883,2925
33.1875,2884,2925
33.1875,2882,2924
33.1875,2883,2924
33.1875,2884,2924
33.1875,2882,2924
33.1875,2883,2924
33.2500,2882,2924
33.2500,2882,2924
33.2500,2883,2924
33.2500,2883,2924
33.2500,2884,2924
33.2500,2883,2924
33.2500,2882,2924
33.2500,2883,2924
33.2500,2882,2924
33.2500,2882,2924
33.2500,2882,2924
33.3125,2882,2925
33.3125,2884,2924
33.3125,2882,2924
33.3125,2883,2924
33.3125,2882,2923
33.3125,2883,2924
33.3125,2882,2923
33.3125,2883,2924
33.3125,2882,2923
33.3750,2881,2924
33.3750,2882,2924
33.3750,2882,2923
33.4375,2883,2924
33.4375,2882,2923
33.4375,2883,2923
33.4375,2882,2924
33.5000,2884,2924
33.4375,2882,2923
33.5000,2882,2923
33.5000,2882,2923
33.5000,2882,2923
33.5000,2882,2924
33.5625,2882,2923
33.5000,2882,2923
33.5000,2882,2923
33.5625,2882,2924
33.5625,2882,2924
33.5625,2883,2923
33.5625,2882,2923
33.6250,2883,2923
33.6250,2883,2922
33.6250,2882,2923
33.6250,2883,2923
33.6250,2883,2923
33.6250,2882,2923
33.6875,2882,2923
33.6250,2882,2923
33.6875,2882,2922
33.6875,2883,2922
33.6875,2881,2923
33.6875,2883,2923
33.6875,2882,2923
33.6875,2883,2923
33.7500,2882,2923
33.7500,2882,2923
33.7500,2882,2922
33.7500,2883,2922
33.7500,2882,2922
33.7500,2882,2922
33.7500,2882,2922
33.7500,2882,2922
33.7500,2882,2923
33.7500,2882,2923
33.7500,2881,2922
33.7500,2882,2923
33.7500,2881,2922
33.7500,2881,2922
33.7500,2882,2922
33.8125,2882,2922
33.8125,2882,2923
33.8125,2881,2922
33.8125,2882,2922
33.8125,2882,2923
33.8125,2882,2923
33.8125,2882,2922
33.8750,2881,2923
33.8750,2882,2923
33.8750,2882,2923
33.8750,2882,2922
33.8750,2881,2922
33.8750,2881,2922
33.8750,2882,2922
33.9375,2882,2922
33.8750,2881,2921
33.9375,2881,2922
33.9375,2882,2922
33.9375,2882,2922
33.9375,2882,2923
33.9375,2881,2922
33.9375,2881,2922
33.9375,2882,2921
34.0000,2881,2922
34.0000,2882,2922
34.0000,2882,2922
34.0000,2881,2922
34.0000,2880,2922
34.0000,2881,2921
34.0000,2882,2922
34.0000,2881,2922
34.0625,2881,2921
34.0625,2880,2922
34.0625,2881,2922
34.0625,2881,2921
34.0625,2882,2922
34.0625,2881,2922
34.0625,2881,2921
34.0625,2881,2921
34.0625,2881,2921
34.0625,2881,2922
34.0625,2881,2922
34.0625,2881,2921
34.0625,2881,2921
34.0625,2882,2922
34.0625,2880,2921
34.0625,2880,2921
34.0625,2881,2921
34.1250,2880,2921
34.1250,2881,2921
34.1250,2880,2922
34.1250,2881,2922
34.1250,2880,2921
34.1875,2882,2921
34.1875,2881,2922
34.1875,2881,2921
34.2500,2880,2921
34.2500,2880,2921
34.2500,2879,2921
34.3125,2881,2921
34.3125,2880,2921
34.3125,2880,2921
34.3125,2879,2920
34.3125,2880,2920
34.3125,2880,2920
34.3125,2880,2921
34.3125,2881,2921
34.3125,2880,2920
34.3125,2881,2921
34.3750,2881,2922
34.3750,2881,2920
34.3125,2881,2921
34.3750,2881,2921
34.3750,2880,2921
34.3750,2881,2922
34.3750,2881,2922
34.3750,2880,2920
34.3750,2880,2921
34.3750,2880,2920
34.3750,2880,2921
34.4375,2881,2921
34.4375,2881,2921
34.4375,2880,2921
34.4375,2880,2920
34.4375,2880,2921
34.4375,2880,2921
34.4375,2880,2921
34.5000,2881,2922
34.5000,2881,2921
34.5000,2880,2921
34.5000,2880,2921
34.5000,2879,2920
34.5000,2880,2920
34.5000,2879,2920
34.5000,2879,2920
34.5000,2880,2920
34.5000,2880,2920
34.5000,2880,2920
34.5625,2879,2920
34.5625,2880,2921
34.5625,2881,2921
34.5625,2879,2919
34.5625,2879,2919
34.5625,2880,2920
34.5625,2879,2920
34.5625,2879,2920
34.5625,2880,2920
34.5625,2880,2920
34.6250,2880,2921
34.6250,2880,2920
34.6250,2879,2919
34.6250,2879,2919
34.6250,2879,2920
34.6250,2879,2920
34.6250,2879,2919
34.6250,2879,2920
34.6250,2879,2919
34.6250,2879,2920
34.6875,2879,2920
34.6875,2879,2920
34.6875,2878,2919
34.6875,2880,2920
34.6875,2880,2920
34.6875,2879,2920
34.6875,2879,2919
34.6875,2879,2920
34.6875,2879,2921
34.7500,2878,2920
34.7500,2880,2920
34.7500,2879,2920
34.7500,2879,2920
34.7500,2878,2919
34.7500,2878,2918
34.7500,2880,2919
34.7500,2879,2919
34.7500,2879,2919
34.8125,2880,2920
34.8125,2879,2919
34.8125,2879,2919
34.8125,2879,2919
34.8125,2880,2920
34.8125,2879,2919
34.8125,2879,2920
34.8125,2878,2919
34.8125,2879,2919
34.8125,2878,2919
34.8125,2880,2919
34.8125,2879,2919
34.8125,2879,2920
34.8125,2879,2919
34.7500,2879,2919
34.8125,2879,2920
34.8125,2878,2919
34.8125,2880,2919
34.8125,2878,2919
34.8125,2879,2919
34.8125,2879,2919
34.8750,2878,2918
34.8750,2878,2918
34.8750,2879,2919
34.8750,2878,2919
34.8750,2879,2919
34.8750,2879,2919
34.9375,2879,2919
34.8750,2879,2919
34.9375,2877,2918
34.9375,2879,2919
34.9375,2878,2919
34.9375,2879,2919
34.9375,2879,2919
34.9375,2879,2920
34.9375,2879,2919
34.9375,2880,2919
34.9375,2879,2919
34.9375,2878,2919
34.9375,2879,2918
34.9375,2878,2918
35.0000,2878,2919
34.9375,2879,2919
35.0000,2878,2919
35.0000,2879,2919
35.0000,2879,2919
35.0000,2878,2919
35.0625,2879,2919
35.0000,2878,2918
35.0625,2878,2918
35.0625,2878,2919
35.0625,2879,2919
35.0625,2878,2918
35.0625,2878,2918
35.0625,2878,2918
35.0625,2879,2919
35.0625,2878,2918
35.0625,2878,2918
35.0625,2878,2919
35.0625,2878,2918
35.0625,2879,2919
35.1250,2877,2918
35.1250,2878,2919
35.1250,2879,2918
35.1250,2879,2919
35.1250,2878,2919
35.1250,2877,2918
35.1250,2878,2919
35.1250,2878,2918
35.1250,2878,2918
35.1250,2878,2918
35.1250,2878,2919
35.1250,2877,2918
35.1250,2878,2919
35.1250,2878,2918
35.1250,2877,2918
35.1250,2877,2918
35.0625,2879,2919
35.1250,2878,2919
35.1250,2877,2917
35.0625,2878,2918
35.1250,2879,2918
35.0625,2878,2919
35.0625,2878,2918
35.1250,2878,2919
35.1250,2878,2919
35.1250,2879,2919
35.1250,2878,2918
35.1250,2878,2918
35.1250,2878,2918
35.1875,2879,2919
35.1875,2877,2918
35.1875,2877,2917
35.1875,2877,2918
35.1875,2877,2917
35.1875,2877,2918
35.1875,2878,2918
35.2500,2878,2918
35.2500,2878,2918
35.2500,2878,2919
35.2500,2878,2919
35.2500,2877,2918
35.2500,2877,2917
35.2500,2877,2918
35.2500,2877,2918
35.3125,2878,2917
35.3125,2877,2918
35.3125,2877,2918
35.3125,2877,2917
35.3750,2877,2917
35.3750,2877,2917
35.3750,2877,2919
35.3750,2876,2918
35.3750,2877,2917
35.3750,2878,2917
35.3750,2877,2918
35.3750,2877,2918
35.3750,2877,2918
35.3750,2877,2917
35.3750,2878,2918
35.3750,2879,2919
35.3750,2877,2918
35.3750,2878,2918
35.3750,2877,2918
35.3750,2877,2918
35.3750,2878,2917
35.3750,2878,2917
35.3750,2876,2917
35.3750,2877,2918
35.4375,2877,2918
35.4375,2877,2917
35.4375,2877,2917
35.4375,2878,2918
35.4375,2878,2917
35.4375,2878,2918
35.4375,2878,2918
35.4375,2878,2918
35.4375,2877,2918
35.4375,2877,2917
35.4375,2877,2917
35.4375,2877,2917
35.5000,2877,2918
35.4375,2876,2918
35.5000,2877,2917
35.5000,2876,2917
35.5000,2875,2917
35.4375,2876,2917
35.5000,2877,2917
35.5000,2876,2917
35.5000,2877,2918
35.5000,2876,2917
35.5000,2877,2918
35.5000,2877,2918
35.5000,2876,2916
35.5000,2877,2918
35.5000,2876,2917
35.5000,2878,2918
35.5000,2877,2917
35.5000,2877,2917
35.5000,2877,2918
35.5625,2876,2917
35.5625,2876,2917
35.5625,2877,2917
35.5625,2877,2917
35.5625,2876,2916
35.5625,2876,2916
35.5625,2876,2918
35.5625,2877,2917
35.5625,2877,2916
35.5625,2877,2917
35.5625,2875,2916
35.5625,2876,2916
35.6250,2876,2917
35.5625,2876,2917
35.5625,2876,2917
35.5625,2875,2916
35.6250,2876,2917
35.6250,2877,2917
35.6250,2876,2917
35.6250,2877,2916
35.6250,2876,2917
35.6250,2876,2917
35.6250,2876,2917
35.6250,2876,2917
35.6250,2876,2917
35.6250,2877,2917
35.6250,2877,2916
35.6250,2877,2917
35.6875,2876,2917
35.6875,2876,2917
35.6875,2876,2916
35.6875,2878,2917
35.6250,2875,2917
35.6875,2876,2917
35.6250,2877,2917
35.6250,2876,2916
35.6250,2876,2917
35.6250,2876,2915
35.6250,2876,2916
35.6250,2876,2917
35.6250,2875,2917
35.6250,2877,2916
35.6250,2876,2917
35.6250,2876,2916
35.6875,2876,2916
35.6875,2877,2917
35.6875,2876,2917
35.6875,2877,2917
35.6875,2877,2917
35.6875,2876,2916
35.6875,2876,2916
35.6875,2876,2917
35.6875,2876,2916
35.7500,2876,2916
35.7500,2876,2917
35.7500,2877,2917
35.7500,2876,2916
35.7500,2876,2917
35.7500,2877,2917
35.7500,2876,2916
35.7500,2875,2916
35.6875,2876,2917
35.6875,2877,2917
35.6875,2875,2916
35.6875,2876,2916
35.6875,2876,2916
35.6875,2876,2915
35.6875,2877,2916
35.6875,2876,2915
35.6875,2876,2917
35.6875,2875,2916
35.6875,2876,2917
35.7500,2876,2917
35.6875,2877,2916
35.6875,2876,2916
35.6875,2876,2917
35.6875,2875,2916
35.6875,2876,2917
35.6875,2875,2917
35.6875,2876,2917
35.6875,2876,2917
35.6875,2876,2917
35.6875,2877,2917
35.6875,2876,2916
35.6875,2876,2916
35.6875,2876,2916
35.6875,2876,2916
35.6250,2877,2917
35.6250,2876,2916
35.6250,2876,2916
35.6250,2877,2916
35.6250,2876,2916
35.6250,2877,2917
35.6250,2876,2916
35.6250,2876,2917
35.6250,2875,2916
35.6875,2877,2916
35.6875,2877,2916
35.6875,2875,2916
35.6875,2875,2916
35.7500,2877,2916
35.7500,2877,2916
35.7500,2877,2917
35.7500,2877,2917
35.8125,2876,2916
35.8125,2876,2915
35.8125,2876,2916
35.8125,2875,2916
35.8125,2876,2916
35.8750,2876,2915
35.8750,2876,2916
35.8750,2876,2917
35.8750,2876,2916
35.8750,2877,2917
35.8750,2877,2917
35.8750,2876,2916
35.8750,2875,2916
35.8750,2876,2916
35.8750,2876,2915
35.8750,2875,2916
35.8750,2877,2916
35.8750,2876,2917
35.8750,2877,2917
35.8750,2876,2916
35.8750,2876,2917
35.8750,2876,2916
35.8750,2875,2916
35.8750,2876,2916
35.8750,2876,2916
35.8750,2876,2917
35.8750,2875,2916
35.8750,2875,2916
35.9375,2877,2917
35.8750,2876,2916
35.8750,2875,2916
35.9375,2876,2916
35.9375,2875,2916
35.9375,2875,2916
35.9375,2875,2916
35.8750,2876,2916
35.9375,2875,2916
35.9375,2875,2915
35.8750,2876,2916
35.9375,2876,2916
35.9375,2876,2916
35.9375,2876,2916
35.9375,2874,2916
35.9375,2876,2916
35.9375,2876,2916
35.9375,2875,2916
35.9375,2876,2915
35.9375,2876,2917
35.9375,2876,2915
35.9375,2875,2916
35.9375,2876,2916
35.9375,2876,2916
35.9375,2875,2916
35.8750,2875,2916
35.8750,2875,2916
35.8750,2875,2916
35.8750,2875,2916
35.8750,2875,2917
35.8750,2875,2916
35.8750,2876,2916
35.8750,2874,2915
35.8750,2876,2917
35.8750,2875,2915
35.8750,2876,2915
35.8750,2875,2916
35.8750,2877,2916
35.8750,2874,2916
35.8750,2876,2916
35.8750,2877,2916
35.8750,2875,2916
35.8750,2877,2916
35.8750,2875,2915
35.8750,2874,2915
35.8750,2876,2915
35.8750,2876,2916
35.8750,2876,2915
35.8750,2876,2917
35.8750,2876,2916
35.8750,2875,2916
35.8750,2876,2915
35.8750,2876,2917
35.9375,2874,2916
35.9375,2875,2916
35.9375,2876,2916
35.9375,2877,2916
35.9375,2875,2915
36.0000,2875,2915
36.0000,2875,2916
36.0000,2876,2915
36.0000,2876,2916
36.0000,2876,2916
36.0000,2876,2916
36.0000,2876,2916
36.0000,2876,2916
36.0000,2876,2917
36.0000,2876,2916
35.9375,2875,2916
35.9375,2876,2916
35.9375,2876,2915
35.9375,2876,2916
35.9375,2875,2916
35.9375,2877,2916
35.9375,2875,2915
35.9375,2875,2916
35.9375,2875,2915
35.9375,2875,2915
35.9375,2875,2915
35.9375,2876,2915
35.9375,2876,2916
35.9375,2875,2916
35.9375,2875,2917
35.9375,2876,2916
35.8750,2875,2916
35.8750,2875,2916
35.8750,2875,2915
35.8750,2875,2915
35.8750,2874,2915
35.8750,2874,2915
35.8750,2874,2915
35.8750,2876,2915
35.8750,2876,2916
35.8750,2875,2915
35.8750,2875,2915
35.8750,2875,2916
35.8750,2875,2915
35.8750,2876,2915
35.8750,2875,2916
35.8750,2875,2915
35.8750,2875,2915
35.8750,2875,2915
35.9375,2875,2915
35.8750,2875,2915
35.9375,2876,2915
35.9375,2875,2916
36.0000,2875,2915
36.0000,2876,2915
36.0000,2875,2915
36.0000,2875,2916
36.0625,2875,2916
36.0625,2876,2916
36.0625,2875,2915
36.0625,2876,2916
36.0625,2875,2915
36.0625,2875,2915
36.0625,2875,2914
36.0625,2876,2915
36.0625,2875,2915
36.1250,2875,2915
36.1250,2875,2916
36.1250,2876,2916
36.1250,2875,2915
36.1250,2875,2916
36.1250,2875,2915
36.1250,2876,2916
36.1250,2875,2916
36.1250,2876,2915
36.1250,2875,2915
36.1875,2874,2915
36.1875,2874,2915
36.1875,2875,2915
36.1875,2874,2916
36.1875,2874,2915
36.1875,2876,2915
36.1875,2875,2916
36.1875,2875,2915
36.1875,2874,2915
36.1875,2874,2915
36.1875,2875,2915
36.1875,2875,2915
36.1875,2875,2914
36.1875,2875,2915
36.1250,2874,2916
36.1250,2875,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2876,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2874,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2874,2915
36.1875,2875,2916
36.1875,2875,2915
36.1875,2876,2915
36.1875,2874,2915
36.1875,2875,2916
36.1875,2874,2915
36.1875,2874,2915
36.1875,2875,2915
36.1875,2875,2915
36.2500,2875,2915
36.2500,2874,2915
36.1875,2875,2915
36.1875,2875,2915
36.1875,2875,2915
36.1875,2875,2915
36.1875,2875,2915
36.1875,2874,2915
36.1875,2874,2915
36.1875,2874,2915
36.1875,2876,2915
36.1875,2874,2915
36.1250,2874,2914
36.1875,2874,2915
36.1875,2875,2915
36.1250,2875,2915
36.1250,2874,2914
36.1250,2875,2915
36.1250,2874,2915
36.1250,2874,2915
36.1250,2875,2915
36.1250,2874,2915
36.1250,2874,2914
36.0625,2874,2915
36.0625,2875,2915
36.0625,2874,2915
36.0625,2875,2915
36.0625,2876,2915
36.0625,2874,2915
36.0625,2875,2915
36.0625,2875,2915
36.0625,2875,2915
36.0625,2874,2915
36.0625,2874,2914
36.0625,2875,2914
36.0625,2875,2915
36.0625,2875,2915
36.0625,2875,2915
36.0625,2875,2915
36.0625,2875,2915
36.0625,2876,2915
36.0625,2874,2914
36.0625,2874,2915
36.0625,2875,2915
36.0625,2874,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2875,2915
36.1250,2874,2914
36.1250,2874,2915
36.1250,2874,2915
36.1875,2874,2915
36.1875,2875,2915
36.1875,2874,2915
36.1875,2874,2914
36.1875,2874,2915
36.1875,2875,2915
36.1875,2874,2914
36.1875,2875,2915
36.1875,2874,2915
36.1875,2875,2915
36.2500,2874,2914
36.2500,2875,2915
36.2500,2875,2914
36.2500,2874,2914
36.2500,2874,2914
36.2500,2874,2914
36.2500,2874,2914
