1,90,774248713,1,40,774249700
0,4,316506011,0,312,316508414
1,412,4150616365,1,362,4150617377
0,168,3696464711,0,52,3696466951
1,10,3235921670,1,388,3235922783
0,326,2778982290,0,212,2778984585
1,160,2315686875,1,110,2315687857
0,42,1856019618,0,356,1856021899
1,74,1391516201,1,22,1391517258
0,268,930122761,0,146,930125073
1,202,459927769,1,150,459928769
0,56,1498026,0,368,1500356
1,150,3830101143,1,98,3830102164
0,156,3369128993,0,40,3369131236
1,150,2905085079,1,98,2905086100
0,66,2440501962,0,380,2440504299
1,4,1970347931,1,378,1970349063
0,306,1498138929,0,188,1498141244
1,352,1028539803,1,308,1028540751
0,36,562625840,0,350,562628137
1,244,89058788,1,194,89059749
0,308,3912395012,0,188,3912397372
1,42,3439451298,1,422,3439452369
0,244,2986888676,0,120,2986891012
1,178,2533413520,1,128,2533414514
0,3,2077212628,0,314,2077214927
1,128,1611290175,1,78,1611291155
0,18,1148747374,0,334,1148749633
1,366,681804955,1,316,681805986
0,288,216451700,0,168,216454024
1,12,4042718949,1,392,4042720013
0,52,3577084914,0,364,3577087243
1,132,3111908844,1,82,3111909836
0,16,2652348068,0,326,2652350410
1,376,2195178471,1,326,2195179468
0,284,1747725002,0,166,1747727265
1,90,1290467592,1,38,1290468632
0,356,829564250,0,240,829566576
1,322,362072032,1,270,362073066
0,398,4195353169,0,280,4195355452
1,196,3727135061,1,144,3727136069
0,172,3258561289,0,54,3258563558
1,110,2790209421,1,58,2790210444
0,66,2323413706,0,386,2323415931
1,300,1849133452,1,250,1849134460
0,86,1387764057,0,400,1387766400
1,360,920503573,1,312,920504574
0,16,461659813,0,330,461662077
1,322,4081634,1,272,4082634
0,324,3834857404,0,210,3834859683
1,298,3366349225,1,246,3366350323
0,334,2906629868,0,220,2906632135
1,8,2444255025,1,388,2444256092
0,208,1986539632,0,90,1986541871
1,354,1515988342,1,308,1515989325
0,240,1060482598,0,118,1060484895
1,98,602241128,1,48,602242134
0,108,148617138,0,422,148619467
1,312,3986516142,1,262,3986517149
0,226,3529125656,0,102,3529128002
1,3,3068583892,1,378,3068584964
0,50,2620333083,0,364,2620335368
1,66,2164824778,1,16,2164825782
0,176,1713435321,0,56,1713437639
1,86,1257208152,1,38,1257209112
0,190,799674816,0,70,799677102
1,24,338206210,1,408,338207200
0,84,4177951111,0,396,4177953464
1,348,3711854049,1,300,3711855083
0,180,3247133302,0,62,3247135558
1,122,2772145821,1,70,2772146861
0,226,2307215129,0,104,2307217436
1,416,1832435940,1,366,1832436963
0,408,1364099452,0,294,1364101688
1,332,892585762,1,280,892586810
0,46,422624342,0,358,422626668
1,3,4243120084,1,386,4243121019
0,256,3780832495,0,136,3780834789
1,148,3312211125,1,94,3312212188
0,156,2849444898,0,38,2849447192
1,100,2379135058,1,50,2379136044
0,306,1913727278,0,188,1913729594
1,288,1444498036,1,240,1444499054
0,160,972403676,0,42,972405949
1,204,494342327,1,148,494343414
0,174,20181697,0,56,20184007
1,382,3837371248,1,332,3837372257
0,172,3367064329,0,54,3367066597
1,396,2889532014,1,344,2889533045
0,222,2417364834,0,102,2417367106
1,418,1949515969,1,368,1949516996
0,422,1491058819,0,306,1491061098
1,136,1023972766,1,84,1023973794
0,8,563470129,0,320,563472475
1,136,99390878,1,86,99391873
0,328,3926583155,0,212,3926585482
1,430,3460120674,1,380,3460121579
0,181,3005248062,0,62,3005250374
1,160,2541532123,1,108,2541533149
0,346,2078287384,0,234,2078289633
1,278,1617079106,1,228,1617080139
0,324,1157670844,0,212,1157673097
1,232,687034027,1,181,687035001
0,156,216839202,0,38,216841496
1,136,4042397086,1,86,4042398080
0,150,3582620822,0,36,3582623039
1,412,3121660208,1,364,3121661195
0,408,2663678329,0,294,2663680566
1,124,2207168128,1,74,2207169139
0,20,1744215635,0,336,1744217877
1,200,1276801286,1,148,1276802293
0,52,813014002,0,364,813016331
1,94,350304437,1,46,350305408
0,112,4187666281,0,422,4187668686
1,226,3721039641,1,174,3721040662
0,312,3258919084,0,196,3258921358
1,268,2796801031,1,218,2796802000
0,316,2337531996,0,198,2337534286
1,60,1872214847,1,10,1872215833
0,172,1409987337,0,56,1409989575
1,158,938980345,1,108,938981342
0,256,464899311,0,138,464901544
1,300,4282952078,1,250,4282953086
0,56,3814407082,0,374,3814409291
1,304,3337054539,1,252,3337055576
0,56,2865085353,0,364,2865087755
1,176,2390028985,1,124,2390030006
0,412,1916240176,0,298,1916242440
1,272,1437821897,1,224,1437822876
0,372,971523107,0,254,971525408
1,296,502082005,1,246,502083057
0,284,34663114,0,162,34665440
1,120,3858642647,1,70,3858643629
0,66,3394149066,0,382,3394151344
1,186,2929521138,1,136,2929522149
0,244,2468466145,0,124,2468468406
1,160,2005169115,1,106,2005170172
0,402,1546879486,0,284,1546881779
1,324,1083762622,1,272,1083763660
0,364,623584468,0,248,623586730
1,136,160232862,1,82,160233931
0,340,3990005371,0,224,3990007706
1,42,3529628834,1,424,3529629864
0,352,3070281113,0,238,3070283411
1,166,2608362345,1,112,2608363403
0,72,2149808733,0,388,2149811036
1,216,1684287438,1,162,1684288479
0,22,1221074478,0,334,1221076801
1,292,749054491,1,242,749055530
0,420,291045524,0,304,291047831
1,212,4120440873,1,160,4120441869
0,176,3660403386,0,58,3660405643
1,348,3193218532,1,300,3193219563
0,256,2733386991,0,136,2733389285
1,200,2265927943,1,148,2265928950
0,158,1802040312,0,42,1802042557
1,240,1336151591,1,186,1336152671
0,300,873703822,0,181,873706105
1,146,410146004,1,94,410147036
0,16,4242071205,0,326,4242073548
1,50,3779165211,1,1,3779166208
0,38,3324869882,0,352,3324872210
1,190,2862854593,1,138,2862855593
0,16,2403352229,0,328,2403354536
1,422,1940881537,1,372,1940882547
0,124,1484576382,0,4,1484578717
1,296,1015318993,1,248,1015319978
0,36,555703600,0,350,555705894
1,40,85327056,1,420,85328113
0,70,3913464455,0,384,3913466773
1,206,3441512608,1,154,3441513622
0,194,2971439466,0,74,2971441779
1,284,2498800330,1,234,2498801378
0,358,2034935084,0,242,2034937386
1,240,1564134951,1,188,1564135994
0,144,1104131332,0,26,1104133607
1,330,637970232,1,280,637971260
0,208,170610803,0,88,170613080
1,64,3990412015,1,14,3990413017
