1,142,3986011397,1,262,3986009199
0,146,779973812,0,30,779976094
1,74,1858640401,1,196,1858638183
0,84,2947307882,0,396,2947310189
1,196,4030460197,1,320,4030457889
0,274,826354505,0,154,826356862
1,272,1909492625,1,392,1909490368
0,244,3003444667,0,122,3003446979
1,268,4101327827,1,388,4101325581
0,28,908139945,0,336,908142297
1,96,1998116967,1,220,1998114703
0,8,3090333487,0,322,3090335731
1,94,4175321238,1,220,4175318927
0,350,985679220,0,238,985681502
1,136,2072860031,1,258,2072857764
0,16,3161710241,0,328,3161712489
1,422,4247830568,1,116,4247828276
0,118,1037645532,0,3,1037647829
1,388,2125030081,1,80,2125027810
0,266,3211521013,0,148,3211523295
1,388,4288447167,1,78,4288444930
0,196,1074319652,0,76,1074321971
1,378,2152629108,1,70,2152626845
0,414,3236970664,0,300,3236972983
1,86,30243133,1,212,30240856
0,162,1118376847,0,44,1118379172
1,274,2202184521,1,396,2202182253
0,158,3290043353,0,40,3290045661
1,32,78921054,1,156,78918752
0,70,1173740145,0,382,1173742436
1,3,2266439636,1,120,2266437357
0,232,3364007552,0,112,3364009844
1,136,164345214,1,256,164342997
0,78,1265957342,0,392,1265959616
1,36,2358418717,1,20,2358419058
0,314,3454494774,0,198,3454497057
1,242,261606872,1,360,261604617
0,148,1367045268,0,32,1367047560
1,130,2469066220,1,250,2469064012
0,178,3564728935,0,58,3564731269
1,108,364246937,1,232,364244696
0,272,1461595025,0,156,1461597278
1,28,2551979433,1,146,2551977212
0,332,3647203036,0,216,3647205336
1,196,448262436,1,314,448260247
0,132,1553847760,0,12,1553850107
1,408,2655052069,1,102,2655049773
0,384,3759710984,0,268,3759713279
1,62,562961136,1,181,562958926
0,98,1667045449,0,408,1667047820
1,140,2761798956,1,264,2761796670
0,172,3860615910,0,54,3860618203
1,4,660619159,1,418,660619444
0,60,1770314536,0,374,1770316795
1,92,2876094642,1,212,2876092504
0,212,3985952765,0,92,3985955048
1,44,795327603,1,160,795325423
0,346,1904592338,0,232,1904594649
1,362,3012994219,1,56,3012991936
0,190,4114321810,0,70,4114324125
1,72,921549382,1,192,921547175
0,292,2024270299,0,176,2024272588
1,224,3121581854,1,340,3121579675
0,308,4224182464,0,188,4224184848
1,180,1027134030,1,304,1027131742
0,142,2126632197,0,24,2126634508
1,164,3230757725,1,284,3230755517
0,126,37180975,0,8,37183314
1,14,1146142392,1,134,1146140147
0,132,2252535248,0,14,2252537555
1,172,3350958821,1,292,3350956588
0,336,158443162,0,216,158445529
1,414,1257701544,1,110,1257699228
0,364,2361255041,0,248,2361257337
1,36,3459235101,1,156,3459232862
0,328,260859693,0,212,260862040
1,398,1353515519,1,86,1353513321
0,336,2462992024,0,220,2462994319
1,94,3562305686,1,216,3562303449
0,278,368356104,0,158,368358420
1,16,1464106657,1,136,1464104399
0,278,2582006538,0,160,2582008817
1,274,3685698377,1,392,3685696195
0,244,503786939,0,126,503789193
1,392,1619354228,1,88,1619351872
0,250,2739989772,0,132,2739992070
1,36,3857014045,1,158,3857011732
0,357,682632422,0,240,682634812
1,412,1793540312,1,106,1793538022
0,66,2905963189,0,378,2905965491
1,90,4016339181,1,212,4016336984
0,246,837840231,0,128,837842526
1,244,1943358907,1,362,1943356638
0,304,3059075337,0,188,3059077648
1,268,4164455379,1,388,4164453133
0,108,968767385,0,418,968769713
1,206,2055360631,1,330,2055358272
0,30,3157654921,0,342,3157657183
1,26,4255923664,1,150,4255921323
0,216,1062449061,0,94,1062451397
1,148,2158285974,1,272,2158283669
0,181,3255947794,0,66,3255950056
1,36,51141917,1,20,51142257
0,358,1146275038,0,242,1146277366
